"Drug_ID","Segmented_SMILE"
"DB01283","CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(NC;NC2;C2=;2=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=CC;CC=;C=C;=C2;C2F;2F);F)C;)C(;C(C;(CC;CC(;C(O;(O);O)=;)=O;=O);O)=;)=C;=C1"
"DB01284","CSC;SCC;CC[;C[C;[C@;C@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CO;CO);O)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(N);N)C;)CO;CO);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(O;(O);O)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CN;CN=;N=C;=CN;CN1;N1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CN;CNC;NC2;C2=;2=C;=C1;C1C;1C=;C=C;=CC;CC=;C=C;=C2;C2);2)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCC;CCN;CN);N)C;)C(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCC;CC[;C[C;[C@;C@H;@H];H]1;]1C;1C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCC;CCN;CN);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCC;CCN;CN);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCC;CC[;C[C;[C@;C@H;@H];H]1;]1C;1C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCC;CCN;CN);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCC;CC[;C[C;[C@;C@H;@H];H]1;]1C;1C(;C(O;(O);O)=;)=O"
"DB01288","CC(;C(C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)N;)NC;NCC;CC(;C(O;(O);O)C;)C1;C1=;1=C;=CC;CC(;C(O;(O);O)=;)=C;=CC;CC(;C(O;(O);O)=;)=C;=C1"
"DB01289","CC1;C1=;1=C;=CC;CC(;C(=;(=N;=NO;NO1;O1);1)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)S;)S(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)N;)NN;NN1;N1C;1CC;CCC;CCC;CCC;CCC;CC1"
"DB01291","CC(;C(C;(C);C)(;)(C;(C);C)N;)NC;NCC;CC(;C(O;(O);O)C;)C1;C1=;1=N;=NC;NC(;C(C;(CO;CO);O)=;)=C;=C(;C(O;(O);O)C;)C=;C=C;=C1"
"DB01294","O[B;[Bi;Bi];i]1;]1O;1OC;OC(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2O;2O1"
"DB01295","COC;OC1;C1=;1=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C(;C(C;(CC;CCN;CNC;NCC;CC(;C(O;(O);O)C;)CO;COC;OC2;C2=;2=C;=CC;CC=;C=C;=CC;CC(;C(C;(C);C)=;)=C;=C2;C2);2)C;)C=;C=C;=C1"
"DB01296","N[C;[C@;C@H;@H];H]1;]1C;1C(;C(O;(O);O)O;)O[;O[C;[C@;C@H;@H];H](;](C;(CO;CO);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1O"
"DB01297","CC(;C(C;(C);C)N;)NC;NCC;CC(;C(O;(O);O)C;)CO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(NC;NC(;C(C;(C);C)=;)=O;=O);O)C;)C=;C=C;=C1"
"DB01298","CCN;CN1;N1C;1C=;C=C;=CC;CC(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C2;C2);2)=;)=N;=NC;NC1;C1=;1=O"
"DB01299","COC;OC1;C1=;1=N;=NC;NC=;C=N;=NC;NC(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C2;C2);2)=;)=C;=C1;C1O;1OC"
"DB01301","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@];@]3;]3(;3([;([H;[H];H]);])C;)C(;C(C;(C(;C(=;(=O;=O);O)C;)C4;C4=;4=C;=C(;C(O;(O);O)C;)C=;C=C;=CC;CC=;C=C;=C4;C4[;4[C;[C@;C@@;@@];@]3;]3(;3(C;(C);C)O;)O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(O;(O);O)C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(C(;C(=;(=O;=O);O)N;)NC;NCN;CN1;N1C;1CC;CCC;CCC;CC1;C1);1)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2N(;N(C;(C);C)C"
"DB01303","C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)C;)CC;CCO;CO.;O.C;.CN;CN1;N1C;1C2;C2=;2=C;=C(;C([;([N;[N-;N-];-]C;]C=;C=N;=N2;N2);2)C;)C(;C(=;(=O;=O);O)N;)N(;N(C;(C);C)C;)C1;C1=;1=O"
"DB01319","CC(;C(C;(C);C)C;)CN;CN(;N(C;(C[;C[C;[C@;C@@;@@H;@H];H](;](O;(OP;OP(;P(O;(O);O)(;)(O;(O);O)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)NC;NC(;C(=;(=O;=O);O)O;)O[;O[C;[C@;C@H;@H];H]1;]1C;1CC;CCO;COC;OC1;C1);1)S;)S(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C1"
"DB01320","OP(;P(O;(O);O)(;)(=;(=O;=O);O)O;)OC;OCN;CN1;N1C;1C(;C(=;(=O;=O);O)N;)NC;NC(;C(C;(C1;C1=;1=O;=O);O)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB01321","CO[;O[C;[C@;C@H;@H];H]1;]1[;1[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(=;(=O;=O);O)O;)O[;O[C;[C@;C@H;@H];H](;](C;(C);C)C;)C\;C\C;\C=;C=C;=C\;C\C;\C=;C=C;=C\;C\[;\[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](C;(CC;CC=;C=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1O;1O[;O[C;[C@;C@@;@@H;@H];H]1;]1O;1O[;O[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]2;]2C;2C[;C[C;[C@;C@@;@@];@](;](C;(C);C)(;)(O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(OC;OC(;C(=;(=O;=O);O)C;)CC;CC(;C(C;(C);C)C;)C);C)[;)[C;[C@;C@H;@H];H](;](C;(C);C)O;)O2;O2);2)[;)[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@H;@H];H]1;]1O;1O);O)N;)N(;N(C;(C);C)C;)C);C)O;)OC;OC(;C(C;(C);C)=;)=O"
"DB01324","CN1;N1C;1C(;C(C;(CS;CSC;SCC;CC(;C(F;(F);F)(;)(F;(F);F)F;)F);F)N;)NC;NC2;C2=;2=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(C;(C=;C=C;=C2;C2S;2S1;S1(;1(=;(=O;=O);O)=;)=O;=O);O)S;)S(;S(N;(N);N)(;)(=;(=O;=O);O)=;)=O"
"DB01325","CCC;CC1;C1N;1NC;NC(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC(;C(=;(=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2N;2N1;N1);1)S;)S(;S(N;(N);N)(;)(=;(=O;=O);O)=;)=O"
"DB01326","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CS;CSC;SC3;C3=;3=N;=NN;NN=;N=N;=NN;NN3;N3C;3C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB01327","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CS;CSC;SC3;C3=;3=N;=NN;NN=;N=C;=C(;C(C;(C);C)S;)S3;S3);3)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)C;)CN;CN1;N1C;1C=;C=N;=NN;NN=;N=N;=N1;N1);1)C;)C(;C(O;(O);O)=;)=O"
"DB01328","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CS;CSC;SC3;C3=;3=N;=NN;NN=;N=N;=NN;NN3;N3C;3CS;CS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB01329","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CS;CSC;SC3;C3=;3=N;=NN;NN=;N=N;=NN;NN3;N3C;3C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCN;CN(;N(C;(CC;CC);C)C;)C(;C(=;(=O;=O);O)C;)C1;C1=;1=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB01330","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CS;CSC;SC3;C3=;3=N;=NN;NN=;N=N;=NN;NN3;N3C;3C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@];@]2;]2(;2(N;(NC;NC(;C(=;(=O;=O);O)C;)C1;C1S;1SC;SC(;C(S;(S1;S1);1)=;)=C;=C(;C(C;(C(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(O;(O);O)=;)=O;=O);O)O;)OC;OC);C)C;)C(;C(O;(O);O)=;)=O"
"DB01331","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CO;COC;OC(;C(N;(N);N)=;)=O;=O);O)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@];@]2;]2(;2(N;(NC;NC(;C(=;(=O;=O);O)C;)CC;CC1;C1=;1=C;=CC;CC=;C=C;=CS;CS1;S1);1)O;)OC;OC);C)C;)C(;C(O;(O);O)=;)=O"
"DB01332","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC=;C=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)C;)C(;C(=;(=N;=N/;N/O;/OC;OC);C)\;)\C;\C1;C1=;1=C;=CS;CSC;SC(;C(N;(N);N)=;)=N;=N1;N1);1)C;)C(;C(O;(O);O)=;)=O"
"DB01333","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](N;(N);N)C;)C1;C1=;1=C;=CC;CCC;CC=;C=C;=CC;CC1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB01336","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC3;C3=;3=C;=CC;CC=;C=C;=C(;C(O;(OC;OC4;C4=;4=C;=C5;C5C;5C(;C(C;(CC;CC[;C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)[;)[C;[C@;C@];@]5;]5(;5([;([H;[H];H]);])C;)CC;CC5;C5=;5=C;=CC;CC(;C(O;(OC;OC6;C6=;6=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C(;C(C;(CC;CC[;C[N;[N+;N+];+]1;]1(;1(C;(C);C)C;)C);C)C;)C2;C2=;2=C;=C6;C6);6)=;)=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C5;C5);5)=;)=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C4;C4O;4OC;OC);C)C;)C=;C=C;=C3"
"DB01337","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC[;C[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CC;CC[;C[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@];@]1;]12;12C;2C);C)[;)[N;[N+;N+];+]1;]1(;1(C;(C);C)C;)CC;CCC;CCC;CCC;CC1;C1);1)[;)[N;[N+;N+];+]1;]1(;1(C;(C);C)C;)CC;CCC;CCC;CCC;CC1"
"DB01338","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC[;C[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CC;CC[;C[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@];@]1;]12;12C;2C);C)N;)N1;N1C;1CC;CC[;C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)C;)CC;CC1;C1);1)N;)N1;N1C;1CC;CC[;C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)C;)CC;CC1"
"DB01339","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC[;C[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CC;CC[;C[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@];@]1;]12;12C;2C);C)N;)N1;N1C;1CC;CCC;CCC;CCC;CC1;C1);1)[;)[N;[N+;N+];+]1;]1(;1(C;(C);C)C;)CC;CCC;CCC;CCC;CC1"
"DB01340","CCO;COC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)N[;N[C;[C@;C@H;@H];H]1;]1C;1CC;CCC;CCN;CN2;N2C;2CC;CCC;CC[;C[C;[C@;C@H;@H];H](;](N;(N2;N2C;2C1;C1=;1=O;=O);O)C;)C(;C(O;(O);O)=;)=O"
"DB01345","[K+;K+]"
"DB01348","CCO;COC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CC2;C2(;2(C;(C[;C[C;[C@;C@H;@H];H]1;]1C;1C(;C(O;(O);O)=;)=O;=O);O)S;)SC;SCC;CCS;CS2"
"DB01349","CC1;C1=;1=N;=NC;NC(;C(C;(C);C)=;)=C;=C2;C2C;2CC;CCC;CC(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CC3;C3=;3=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C3;C3);3)C;)C3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C3;C3C;3C3;C3=;3=N;=NN;NNN;NN=;N=N;=N3;N3);3)C;)C2;C2=;2=N;=N1"
"DB01351","CCC;CC1;C1(;1(C;(CC;CCC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O"
"DB01353","CCC;CCC;CCC;CC1;C1(;1(C;(CC;CC);C)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O"
"DB01355","CN1;N1C;1C(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)C;)C(;C(C;(C);C)(;)(C;(C1;C1=;1=O;=O);O)C;)C1;C1=;1=C;=CC;CCC;CCC;CCC;CC1"
"DB01356","[Li;Li+;i+]"
"DB01357","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@@;@@];@](;](O;(O);O)(;)(C;(C#;C#C;#C);C)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC[;C[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])C;)C3;C3=;3=C;=C(;C(C;(CC;CC[;C[C;[C@;C@@;@@];@]2;]21;21[;1[H;[H];H]);])C;)C=;C=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C3"
"DB01359","CC(;C(C;(C);C)(;)(C;(C);C)N;)NC;NC[;C[C;[C@;C@H;@H];H](;](O;(O);O)C;)CO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1C;1C1;C1C;1CC;CCC;CCC;CC1"
"DB01362","CC(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CC(;C(O;(O);O)C;)CO;CO);O)C;)C1;C1=;1=C;=C(;C(I;(I);I)C;)C(;C(C;(C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(O;(O);O)C;)CO;CO);O)=;)=C;=C(;C(I;(I);I)C;)C(;C(C;(C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(O;(O);O)C;)CO;CO);O)=;)=C;=C1;C1I"
"DB01364","CN[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)[;)[C;[C@;C@H;@H];H](;](O;(O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB01365","CNC;NC(;C(C;(C);C)(;)(C;(C);C)C;)CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB01366","CC[;C[C;[C@;C@H;@H];H](;](N;(NC;NC(;C(C;(C);C)C;)C);C)[;)[C;[C@;C@H;@H];H](;](O;(O);O)C;)C1;C1=;1=C;=C2;C2C;2C=;C=C;=CC;CC(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=C;=C(;C(O;(O);O)C;)C=;C=C;=C1"
"DB01367","C#C;#CC;CCN;CN[;N[C;[C@;C@@;@@H;@H];H]1;]1C;1CC;CCC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12"
"DB01369","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CCC;CCN;CN1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC);C)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=N;=NC;NC=;C=C;=CC;CC=;C=C;=C1;C1O;1O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)OC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])C;)CC;CC(;C(=;(=O;=O);O)[;)[C;[C@;C@];@](;]([;([H;[H];H]);])(;)(C;(CS;CS[;S[C;[C@;C@@;@@H;@H];H]3;]3C;3CN;CN4;N4C;4CC;CCC;CC3;C3C;3CC;CC4;C4);4)C;)CN;CN1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)N;)N(;N(C;(C);C)C;)C);C)N;)N(;N(C;(C);C)C;)C2;C2=;2=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB01370","[Al;Al]"
"DB01377","[O-;O--;--];-].;].[;.[M;[Mg;Mg+;g++;++]"
"DB01378","[Mg;Mg+;g++;++]"
"DB01380","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@];@](;](O;(O);O)(;)(C;(C(;C(=;(=O;=O);O)C;)CO;COC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CC;CCC;CC2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)CC;CC[;C[C;[C@;C@];@]1;]12;12C"
"DB01384","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)[;)[C;[C@;C@];@](;](O;(O);O)(;)(C;(C(;C(=;(=O;=O);O)C;)CO;CO);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](F;(F);F)C;)C2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB01390","[Na;Na+;a+];+].;].O;.OC;OC(;C([;([O;[O-;O-];-]);])=;)=O"
"DB01392","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](C;(C(;C(=;(=O;=O);O)O;)OC;OC);C)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])C;)C[;C[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])N;)N(;N(C;(CC;CCC;CC3;C3=;3=C;=C1;C1N;1NC;NC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C3;C31;31);1)C;)C2"
"DB01393","CC(;C(C;(C);C)(;)(O;(OC;OC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(CC;CCN;CNC;NC(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2);2)C;)C=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
